description,price,condo_fee,bedrooms,bathrooms,total_area_m2,vacancies,address,link
APARTAMENTO 3 QUARTO COM SUITE - VARANDA GOURMET COM CHURRASQUEIRA JARDIM URUÇANGA ANIL,529000,,3,2,84,1,"Avenida São Guilherme de Norwich, Anil",/imovel/venda-apartamento-3-quartos-com-piscina-anil-zona-oeste-rio-de-janeiro-rj-84m2-id-2575866832/
"Barra da Tijuca | Apartamento 4 quartos, sendo 4 suites",4200000,4300,4,5,231,3,"Avenida Peregrino Júnior, Barra da Tijuca",/imovel/venda-apartamento-4-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-231m2-id-2575186340/
Ótimo Apartamento para venda no Condomínio Solar Guiomar Santos Bessa - Rio de Janeiro - RJ!!,330000,740,3,2,103,2,"Rua Ana Teles, Campinho",/imovel/venda-apartamento-3-quartos-com-piscina-campinho-zona-norte-rio-de-janeiro-rj-103m2-id-2537227929/
EXCELENTE APARTAMENTO EM LOCAL NOBRE DO LEBLON,11000000,5541000,4,6,324,4,"Rua João Líra, Leblon",/imovel/venda-apartamento-4-quartos-com-playground-leblon-zona-sul-rio-de-janeiro-rj-324m2-id-2562058180/
Méier - Rua Silva Rabelo - 3 Quartos - 2 Banheiros - Área de Lazer e Segurança - Garagem - JBM305488,319200,1022,3,2,73,1,"Rua Silva Rabelo, Méier",/imovel/venda-apartamento-3-quartos-com-piscina-meier-zona-norte-rio-de-janeiro-rj-73m2-id-2559317444/
Casa de condomínio Jardim Clube da Barra para venda tem 410 metros quadrados com 4 quartos,3100000,1670,4,7,410,3,"Avenida das Américas, Barra da Tijuca",/imovel/venda-casa-de-condominio-4-quartos-com-churrasqueira-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-410m2-id-2631423326/
"Casa com 6 quartos à venda, 569 m² por R$ 1.600.000 - Jacarepaguá - Rio de Janeiro/RJ",1600000,788,6,6,569,2,"Rua Geraldo Martins Ourivio, Jacarepaguá",/imovel/venda-casa-6-quartos-com-piscina-jacarepagua-zona-oeste-rio-de-janeiro-rj-569m2-id-2640255970/
"Apartamento à venda na Glória, 2 qts | Chiarelli Imóveis",530000,500,2,1,65,0,"Rua Santo Amaro, Glória",/imovel/venda-apartamento-2-quartos-com-cozinha-gloria-zona-sul-rio-de-janeiro-rj-65m2-id-2633547969/
Lote em Rua Professor Hilarião da Rocha - Tauá - Rio de Janeiro/RJ,1099080,1,0,0,1122,0,"Rua Professor Hilarião da Rocha, Tauá",/imovel/venda-terreno-lote-condominio-taua-ilha-do-governador-rio-de-janeiro-rj-1122m2-id-2631755945/
Não perca mais tempo?? Venha realizar o sonho de conquistar sua casa com muito conforto aqui no Al,120000,0,3,1,10,0,Madureira,/imovel/venda-apartamento-3-quartos-com-churrasqueira-madureira-zona-norte-rio-de-janeiro-rj-10m2-id-2640086865/
Escritório para venda tem 37 metros quadrados em Recreio dos Bandeirantes - Rio de Janeiro - RJ,175580,700,0,1,30,1,"Avenida das Américas, Recreio Dos Bandeirantes",/imovel/venda-conjunto-comercial-sala-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-30m2-id-2571022771/
Soul Península | Cobertura 3 Quartos - 253 m² e 🚗 3 Vagas,2532000,100,3,3,251,3,"Rua das Bromélias da Península, Peninsula",/imovel/venda-cobertura-3-quartos-com-piscina-peninsula-rio-de-janeiro-rj-251m2-id-1041189452/
Laranjeiras | Apartamento 3 quartos,901000,1200,3,2,80,1,"Rua Mário Portela, Laranjeiras",/imovel/venda-apartamento-3-quartos-com-piscina-laranjeiras-zona-sul-rio-de-janeiro-rj-80m2-id-2615431304/
RIO DE JANEIRO - Casa Padrão - Jardim Botânico,3900000,,4,3,227,4,"Rua Engenheiro Pena Chaves, Jardim Botânico",/imovel/venda-casa-4-quartos-com-armario-embutido-jardim-botanico-zona-sul-rio-de-janeiro-rj-227m2-id-2554511654/
"Apartamento à venda, 5 quartos, 1 vaga, Copacabana - RIO DE JANEIRO/RJ",1750000,1860,5,4,160,1,"Rua Maestro Francisco Braga, Copacabana",/imovel/venda-apartamento-5-quartos-copacabana-zona-sul-rio-de-janeiro-rj-160m2-id-2637860285/
"Barra da Tijuca- Av. José Wilker- Apartamento varanda, 2 suítes, total infraestrutura. 1 vaga.",730000,1200,2,3,77,1,"Avenida Ator José Wilker, Barra da Tijuca",/imovel/venda-apartamento-2-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-77m2-id-2525198293/
Cobertura duplex para venda com 300 metros quadrados com 3 quartos,1350000,1250,3,5,300,3,"Rua Nelson Tarquino, Recreio Dos Bandeirantes",/imovel/venda-cobertura-3-quartos-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-300m2-id-2638393663/
Apartamento em Avenida Visconde de Albuquerque - Leblon - Rio de Janeiro/RJ,2799200,1300,3,3,110,1,"Avenida Visconde de Albuquerque, Leblon",/imovel/venda-apartamento-3-quartos-com-ar-condicionado-leblon-zona-sul-rio-de-janeiro-rj-110m2-id-2630913579/
EXCELENTE APARTHOTEL NA BARRA !!,749000,2350,1,1,55,1,"Avenida Lúcio Costa, Barra da Tijuca",/imovel/venda-apartamento-1-quarto-com-churrasqueira-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-55m2-id-2600631141/
Loja em Piedade,190000,0,0,0,57,0,"Rua Antônio Vargas, Piedade",/imovel/venda-loja-salao-piedade-zona-norte-rio-de-janeiro-rj-57m2-id-2559326091/
"Apartamento para Venda em Rio de Janeiro, Pechincha, 2 dormitórios, 1 banheiro, 2 vagas",242000,835,2,1,60,2,"Estrada Pau-ferro, Pechincha",/imovel/venda-apartamento-2-quartos-mobiliado-pechincha-zona-oeste-rio-de-janeiro-rj-60m2-id-2604705818/
"Sobrado à venda, 10 quartos, 2 varandas, 7 banheiros, cozinha, 200M², Glória. RIO DE JANEIRO/RJ.",2800000,0,10,7,200,0,"Rua Barão de Guaratiba, Glória",/imovel/venda-sobrados-10-quartos-com-varanda-gloria-zona-sul-rio-de-janeiro-rj-200m2-id-2639113666/
Casa a venda em Rio de Janeiro,979000,0,3,2,716,4,"Estrada do Guanumbi, Freguesia- Jacarepaguá",/imovel/venda-casa-3-quartos-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-716m2-id-2634446880/
"Sala Comercial 23m² para venda e aluguel Avenida Rio Branco, Centro,RJ - R$ 800",800,531,0,1,23,0,"Avenida Rio Branco, Centro",/imovel/venda-conjunto-comercial-sala-centro-zona-central-rio-de-janeiro-rj-23m2-id-2566117323/
Apartamento à venda - Taquara - Rio de Janeiro/RJ,180000,0,2,1,48,1,"Estrada da Boiuna, Taquara",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-taquara-zona-oeste-rio-de-janeiro-rj-48m2-id-2626713104/
EXCELENTE 4 QUARTOS COM SUÍTE E 3 VAGAS NA TIJUCA!,890000,1400,4,2,150,3,"Rua Dezoito de Outubro, Tijuca",/imovel/venda-apartamento-4-quartos-com-ar-condicionado-tijuca-zona-norte-rio-de-janeiro-rj-150m2-id-2566936457/
"Apartamento 1 Quarto, Ampla Sala, Cozinha, Área de Serviço, Varanda e 1 Vaga na Garagem, 5 Minutos B",189000,350,1,1,85,1,"Rua Mapendi, Taquara",/imovel/venda-apartamento-1-quarto-com-interfone-taquara-zona-oeste-rio-de-janeiro-rj-85m2-id-2568877004/
Rua Matupã - Casa de Condomínio Duplex - Varanda 4 Quartos Copa Cozinha Dependência - Terraço - 2 Va,450000,25,4,3,133,2,"Rua Matupa, Lins de Vasconcelos",/imovel/venda-casa-de-condominio-4-quartos-com-varanda-lins-de-vasconcelos-zona-norte-rio-de-janeiro-rj-133m2-id-2560135208/
"Cobertura à venda, 3 quartos, 1 suíte, 2 vagas, Recreio dos Bandeirantes - RIO DE JANEIRO/RJ",1050000,1200,3,3,150,2,"Rua Lady Laura, Recreio Dos Bandeirantes",/imovel/venda-cobertura-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-150m2-id-2637859466/
Cobertura duplex para venda com 175 metros quadrados com 4 quartos,1200000,1250,4,3,175,2,"Rua Servidão D, Recreio Dos Bandeirantes",/imovel/venda-cobertura-4-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-175m2-id-2622840946/
Casa duplex com piscina em condomínio na Taquara – 150m²,820000,560,3,4,150,2,Taquara,/imovel/venda-casa-de-condominio-3-quartos-com-churrasqueira-taquara-zona-oeste-rio-de-janeiro-rj-150m2-id-2640626665/
Ótimo apartamento 1qto com dependência empregada,180000,150,1,1,46,0,"Rua do Souto, Cascadura",/imovel/venda-apartamento-1-quarto-com-interfone-cascadura-zona-norte-rio-de-janeiro-rj-46m2-id-2553486156/
Casa 03 quartos em Sepetiba - Rio de Janeiro - RJ,210000,,3,3,152,2,"Rua Olé, Sepetiba",/imovel/venda-casa-3-quartos-com-piscina-sepetiba-zona-oeste-rio-de-janeiro-rj-152m2-id-2596606755/
Rio de Janeiro - Apartamento Padrão - Freguesia (Jacarepaguá),500000,1150,3,1,90,1,"Rua Tirol, Freguesia- Jacarepaguá",/imovel/venda-apartamento-3-quartos-com-salao-de-festas-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-90m2-id-2640909200/
Apartamento em Rua Joaquim da Silveira - Recreio dos Bandeirantes - Rio de Janeiro/RJ,649090,870,3,3,96,2,"Rua Joaquim da Silveira, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-96m2-id-2634183171/
Casa em Rua Tangará - Bonsucesso - Rio de Janeiro/RJ,449880,1,2,3,181,0,"Rua Tangará, Bonsucesso",/imovel/venda-casa-2-quartos-bonsucesso-zona-norte-rio-de-janeiro-rj-181m2-id-2631764919/
"Apartamento com 3 dormitórios à venda, 60 m² por R$ 240.000,00 - Madureira - Rio de Janeiro/RJ",240000,750,3,1,60,1,"Avenida Ministro Edgard Romero, Madureira",/imovel/venda-apartamento-3-quartos-com-piscina-madureira-zona-norte-rio-de-janeiro-rj-60m2-id-2640259171/
Apartamento - Freguesia - 60 m2 - 2 quartos planejados - cozinha com armários -,210000,486,2,1,60,1,"Rua Ana Cristina Cesar, Freguesia- Jacarepaguá",/imovel/venda-apartamento-2-quartos-com-piscina-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-60m2-id-2634477498/
"Apartamento com 3 quartos à venda, 120 m² por R$ 900.000 - Recreio dos Bandeirantes - Rio de Janeiro",900000,1501,3,3,120,2,"Rua Francisco Mário, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-120m2-id-2636430398/
Apartamento para venda com 94m² quadrados com 3 quartos sendo 1 suíte,500000,750,3,2,94,1,"Travessa Teodomiro Pereira, Freguesia- Jacarepaguá",/imovel/venda-apartamento-3-quartos-mobiliado-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-94m2-id-2599753761/
Apartamento para venda possui 70 metros quadrados com 2 quartos em Humaitá - Rio de Janeiro - RJ,630000,450,2,2,70,0,"Rua Visconde de Silva, Humaitá",/imovel/venda-apartamento-2-quartos-humaita-zona-sul-rio-de-janeiro-rj-70m2-id-2611274842/
RIO DE JANEIRO - Conjunto Comercial/Sala - FREGUESIA,58000,587,0,0,22,1,"Rua Tirol, Freguesia",/imovel/venda-conjunto-comercial-sala-freguesia-ilha-do-governador-rio-de-janeiro-rj-22m2-id-2543038444/
Apartamento-À VENDA-Recreio dos Bandeirantes-Rio de Janeiro-RJ,757000,1000,3,1,91,2,"Avenida Genaro de Carvalho, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-91m2-id-2577528837/
Apartamento-À VENDA-Taquara-Rio de Janeiro-RJ,200000,325,2,1,61,1,"Estrada do Cafundá, Taquara",/imovel/venda-apartamento-2-quartos-com-cozinha-taquara-zona-oeste-rio-de-janeiro-rj-61m2-id-2610543077/
Apartamento em Estrada do Mendanha - Campo Grande - Rio de Janeiro/RJ,158620,1,2,1,45,1,"Estrada do Mendanha, Campo Grande",/imovel/venda-apartamento-2-quartos-com-piscina-campo-grande-zona-oeste-rio-de-janeiro-rj-45m2-id-2629075317/
"Apartamento à Venda - Freguesia , 2 Quartos, 82 m2",430000,903,2,3,82,1,"Travessa Teodomiro Pereira, Freguesia",/imovel/venda-apartamento-2-quartos-freguesia-rio-de-janeiro-rj-82m2-id-2634342589/
Apartamento - / Residencial / Humaitá/ 02 quartos com varanda e vaga,940000,983,2,3,72,1,"Rua Engenheiro Marques Porto, Humaitá",/imovel/venda-apartamento-2-quartos-com-academia-humaita-zona-sul-rio-de-janeiro-rj-72m2-id-2581413457/
Sala/Conjunto para venda com 25 metros quadrados em Centro - Rio de Janeiro - RJ,60000,399,0,1,25,0,"Avenida Presidente Vargas, Centro",/imovel/venda-conjunto-comercial-sala-centro-zona-central-rio-de-janeiro-rj-25m2-id-2560313366/
Vista Panorâmica de Copacabana,1690000,3000,3,2,150,1,"Rua Barão de Ipanema, Copacabana",/imovel/venda-apartamento-3-quartos-com-ar-condicionado-copacabana-zona-sul-rio-de-janeiro-rj-150m2-id-2637981936/
"Apartamento à Venda - Meier, 2 Quartos, 60 m2",315000,506,2,2,60,0,"Rua Sousa Aguiar, Méier",/imovel/venda-apartamento-2-quartos-com-espaco-gourmet-meier-zona-norte-rio-de-janeiro-rj-60m2-id-2557644022/
RIO DE JANEIRO - Conjunto Comercial/Sala - Centro,240000,1244,0,1,27,1,"Avenida Marechal Câmara, Centro",/imovel/venda-conjunto-comercial-sala-centro-zona-central-rio-de-janeiro-rj-27m2-id-2584971569/
Apartamento para venda possui 50 metros quadrados com 2 quartos,220000,1,2,2,50,0,"Estrada da Posse, Campo Grande",/imovel/venda-apartamento-2-quartos-com-piscina-campo-grande-zona-oeste-rio-de-janeiro-rj-50m2-id-2598437638/
"Terreno plano com 20m de frente , 2.143 m² por R$ 2.300.000, doc ok, - Vargem Grande - Rio de Janeir",2300000,0,0,0,2143,0,"Estrada dos Bandeirantes, Vargem Grande",/imovel/venda-terreno-lote-condominio-vargem-grande-zona-oeste-rio-de-janeiro-rj-2143m2-id-2640254426/
Cobertura em Rua Visconde de Pirajá - Ipanema - Rio de Janeiro/RJ,4599470,1650,4,4,316,2,"Rua Visconde de Pirajá, Ipanema",/imovel/venda-cobertura-4-quartos-com-ar-condicionado-ipanema-zona-sul-rio-de-janeiro-rj-316m2-id-2628819267/
Apartamento para venda possui 80 metros quadrados com 2 quartos em Copacabana - Rio de Janeiro - RJ,650000,900,2,2,80,0,"Rua Siqueira Campos, Copacabana",/imovel/venda-apartamento-2-quartos-com-elevador-copacabana-zona-sul-rio-de-janeiro-rj-80m2-id-2640740782/
Barra Summer Dream - Excelente apartamento com varandão fechado em cortina de vidro,2500000,3800,4,4,186,2,"Avenida Lúcio Costa, Barra da Tijuca",/imovel/venda-apartamento-4-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-186m2-id-2623072614/
Apartamento para venda Jardim Oceanico possui 170 metros quadrados com 4 quartos,1800000,0,4,3,170,2,"Rua Henrique de Moura Costa, Barra da Tijuca",/imovel/venda-apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-170m2-id-2618349399/
Apartamento para venda com 180 metros quadrados com 3 quartos em Olaria - Rio de Janeiro - RJ,435000,350,3,2,180,0,"Rua Lígia, Olaria",/imovel/venda-apartamento-3-quartos-olaria-zona-norte-rio-de-janeiro-rj-180m2-id-2571068526/
"Botafogo, 2 quarto. Cozinha com armários embutidos!!",850000,843,1,2,62,1,"Rua Sorocaba, Botafogo",/imovel/venda-apartamento-1-quarto-com-ar-condicionado-botafogo-zona-sul-rio-de-janeiro-rj-62m2-id-2637857632/
Casa de condomínio em Rua Paulo José Mahfud - Vargem Pequena - Rio de Janeiro/RJ,744660,535,3,4,180,2,"Rua Paulo José Mahfud, Vargem Pequena",/imovel/venda-casa-de-condominio-3-quartos-vargem-pequena-zona-oeste-rio-de-janeiro-rj-180m2-id-2628956379/
Apartamento em Estrada Intendente Magalhães - Campinho - Rio de Janeiro/RJ,316750,717,2,2,60,1,"Estrada Intendente Magalhães, Campinho",/imovel/venda-apartamento-2-quartos-com-piscina-campinho-zona-norte-rio-de-janeiro-rj-60m2-id-2629075691/
"Apartamento à Venda - Maracanã, 3 Quartos, 120 m2",760000,685,3,2,120,2,"Avenida Professor Manuel de Abreu, Maracanã",/imovel/venda-apartamento-3-quartos-maracana-zona-norte-rio-de-janeiro-rj-120m2-id-2608046813/
VENDO CHOICE,745000,850,3,2,86,1,"Avenida Henfil, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-86m2-id-2618240359/
Apartamento em Rua Timóteo da Costa - Leblon - Rio de Janeiro/RJ,1588690,1842,2,2,82,1,"Rua Timóteo da Costa, Leblon",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-leblon-zona-sul-rio-de-janeiro-rj-82m2-id-2628941326/
"Apartamento à venda, 4 quartos, 3 suítes, 2 vagas, BARRA DA TIJUCA - RIO DE JANEIRO/RJ",3411698,2100,4,3,282,2,"Rua das Bromélias da Península, Barra da Tijuca",/imovel/venda-apartamento-4-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-282m2-id-2637858922/
"Apartamento à venda, 127 m² por R$ 650.000,00 - Grajaú - Rio de Janeiro/RJ",650000,1381,3,3,127,2,"Rua Caruaru, Grajaú",/imovel/venda-apartamento-3-quartos-com-ar-condicionado-grajau-zona-norte-rio-de-janeiro-rj-127m2-id-2610008112/
Apartamento-À VENDA-Copacabana-Rio de Janeiro-RJ,1950000,2500,4,3,195,2,"Rua Souza Lima, Copacabana",/imovel/venda-apartamento-4-quartos-com-cozinha-copacabana-zona-sul-rio-de-janeiro-rj-195m2-id-2638137358/
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Lagoa - RIO DE JANEIRO/RJ",3850000,3600,3,3,212,2,"Avenida Borges de Medeiros, Lagoa",/imovel/venda-apartamento-3-quartos-com-ar-condicionado-lagoa-zona-sul-rio-de-janeiro-rj-212m2-id-2637859472/
"Prédio à venda, 3200 m² por R$ 17.000.000,00 - Centro - Rio de Janeiro/RJ",17000000,0,0,0,3200,0,"Avenida Churchill, Centro",/imovel/venda-predio-centro-zona-central-rio-de-janeiro-rj-3200m2-id-2640257377/
"Casa com 3 dormitórios à venda, 150 m² por R$ 600.000,00 - Jacarepaguá - Rio de Janeiro/RJ",600000,4,3,2,150,2,"Estrada Mapua, Jacarepaguá",/imovel/venda-casa-3-quartos-com-cozinha-jacarepagua-zona-oeste-rio-de-janeiro-rj-150m2-id-2640259681/
Sala comercial na Rua do Ouvidor.,150000,850,0,1,35,0,"Rua do Ouvidor, Centro",/imovel/venda-conjunto-comercial-sala-centro-zona-central-rio-de-janeiro-rj-35m2-id-2490162185/
Loja de 3 pavimentos na Esplanada da Barra!!!,464000,3180,0,4,99,2,"Avenida das Américas, Barra da Tijuca",/imovel/venda-loja-salao-mobiliado-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-99m2-id-2634217698/
Apartamento para venda possui 72 metros quadrados com 3 quartos em Campinho - Rio de Janeiro - RJ,339500,700,3,2,72,1,"Rua Cândido Benício, Campinho",/imovel/venda-apartamento-3-quartos-com-piscina-campinho-zona-norte-rio-de-janeiro-rj-72m2-id-2588938328/
Apartamento em Rua Santo Afonso - Tijuca - Rio de Janeiro/RJ,649060,850,3,1,85,1,"Rua Santo Afonso, Tijuca",/imovel/venda-apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-rj-85m2-id-2635383961/
Apartamento em Rua Piauí - Cachambi - Rio de Janeiro/RJ,408489,500,2,2,58,1,"Rua Piauí, Cachambi",/imovel/venda-apartamento-2-quartos-com-piscina-cachambi-zona-norte-rio-de-janeiro-rj-58m2-id-2629072233/
"Apartamento 3 quartos com varandão, segundo andar, frontal Recreio dos Bandeirantes Gleba B",757000,985,3,3,113,1,"Rua Engenheiro Haroldo Cavalcanti, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-113m2-id-2633939996/
Apartamento 2 quartos,890000,1589,2,1,77,1,"Rua Dona Mariana, Botafogo",/imovel/venda-apartamento-2-quartos-com-interfone-botafogo-zona-sul-rio-de-janeiro-rj-77m2-id-2560037041/
"Sala à venda, Copacabana - RIO DE JANEIRO/RJ",395000,600,0,1,40,0,"Rua Hilário de Gouveia, Copacabana",/imovel/venda-conjunto-comercial-sala-com-cozinha-copacabana-zona-sul-rio-de-janeiro-rj-40m2-id-2560538759/
Apartamento para venda tem 30 metros quadrados com 1 quarto em Leblon - Rio de Janeiro - RJ,900000,699,1,1,30,0,"Rua Timóteo da Costa, Leblon",/imovel/venda-flat-1-quarto-mobiliado-leblon-zona-sul-rio-de-janeiro-rj-30m2-id-2635805186/
P - Cobertura Dúplex com 4 suítes sendo 3 suítes a Venda na Lagoa,9129000,20,4,5,337,3,"Avenida Borges de Medeiros, Lagoa",/imovel/venda-cobertura-4-quartos-com-piscina-lagoa-zona-sul-rio-de-janeiro-rj-337m2-id-2564911119/
APARTAMENTO DE 2 QUARTOS EM CAMPO GRANDE COM ÁREA DE LAZER COMPLETA,186000,100,2,1,42,1,"Rua Vicente Francisco dos Santos, Campo Grande",/imovel/venda-apartamento-2-quartos-com-piscina-campo-grande-zona-oeste-rio-de-janeiro-rj-42m2-id-2541608425/
Apartamento no Up Barra Condomínio Clube,349000,0,2,2,54,1,"Estrada do Engenho D'Agua, Anil",/imovel/venda-apartamento-2-quartos-com-piscina-anil-zona-oeste-rio-de-janeiro-rj-54m2-id-2577896998/
Apartamento para venda com 40 metros quadrados com 2 quartos em São Cristóvão - Rio de Janeiro - RJ,317000,8,2,1,40,1,"Rua Monsenhor Manuel Gomes, São Cristóvão",/imovel/venda-apartamento-2-quartos-com-piscina-sao-cristovao-zona-norte-rio-de-janeiro-rj-40m2-id-2635115313/
Apartamento em Rua São Clemente - Botafogo - Rio de Janeiro/RJ,849170,612,2,2,70,1,"Rua São Clemente, Botafogo",/imovel/venda-apartamento-2-quartos-botafogo-zona-sul-rio-de-janeiro-rj-70m2-id-2632425177/
Terreno-À VENDA-Freguesia (Jacarepaguá)-Rio de Janeiro-RJ,2100000,,0,0,1694,0,"Rua Edgard Werneck, Freguesia- Jacarepaguá",/imovel/venda-terreno-lote-condominio-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-1694m2-id-2595738282/
⚠️ OPORTUNIDADE VIVERDE 3 QUARTOS,534000,750,3,2,86,1,"Avenida Tim Maia, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-86m2-id-2608125502/
Casa de condomínio em Estrada do Moinho - Campo Grande - Rio de Janeiro/RJ,299700,454,2,2,100,2,"Estrada do Moinho, Campo Grande",/imovel/venda-casa-de-condominio-2-quartos-campo-grande-zona-oeste-rio-de-janeiro-rj-100m2-id-2630913377/
Apartamento em Rua Paulo Silva Araújo - Méier - Rio de Janeiro/RJ,379870,800,2,2,72,1,"Rua Paulo Silva Araújo, Méier",/imovel/venda-apartamento-2-quartos-com-piscina-meier-zona-norte-rio-de-janeiro-rj-72m2-id-2622170061/
Cores do Rio,272000,0,1,1,35,0,"Rua Irineu Marinho, Centro",/lancamento/venda-apartamento-2-quartos-centro-zona-central-rio-de-janeiro-rj-35m2-id-2535384369/
Catete Bussines,882095,0,0,1,37,0,"Rua Dois de Dezembro, Flamengo",/lancamento/venda-conjunto-comercial-sala-flamengo-zona-sul-rio-de-janeiro-rj-37m2-id-2588409344/
