neighborhood,city,description,price,condominio,iptu,area,bedrooms,suite,bathrooms,garage,link
Ipanema, Rio de Janeiro,"Apartamento com 178m² totalizando 220m² devido sua área externa privativa , 3 quartos, 2 suítes sendo 1 canadense. Apartamento com área externa em Ipanema, reformado, todo em porcelanato, janela antirruído, 3 quartos com 2 suítes sendo 1 canadense, sala de jantar e tv, cozinha em conceito aberto, armários nos quartos e cozinha. 1 vaga na escritura.", 3500000,2920,9584,178,3,1,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-ipanema-zona-sul-rio-de-janeiro-rj-178m2-id-2638194104/
Cocotá, Rio de Janeiro,"Apartamento térreo junto à Estação das Barcas, Fórum, bancos, supermercado, farmácias e a todo comércio e condução do bairro. Rua plana. Prédio com poucas unidades. Imóvel constituído por boa sala, quarto confortável, banheiro com ventilação natural, cozinha e área de serviço. Documentação em perfeita ordem possibilitando o uso de financiamento e FGTS. Vaga de garagem na escritura. Vazio! Entrega imediata!! Entre em contato e agende sua visita!! A3Z3", 165000,300,0,40,1,0,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-tv-a-cabo-cocota-ilha-do-governador-rio-de-janeiro-rj-40m2-id-2623214821/
Santa Cruz, Rio de Janeiro,"Sala porta de madeira acesso a cozinha piso frio porta acesso a varanda porta de madeira colonial maciça janela e madeira colonial hall piso ao teto .Varanda toda no piso quintal frontal todo no piso porta de madeira de correr, área de serviço, cozinha piso ao teto, pia em mármore com armário porta de madeira , janela de madeira colonial.Área de serviço com acesso ao segundo pavimento com piso frio escada em madeira ,banheiro social box blindex piso ao teto armário de alvenaria pia em mármore com 1° quarto piso frio porta de madeira janelas madeira colonial 2° quarto piso frio porta de madeira ,janelas modelo colonial, banheiro suíte piso ao teto varandão de cima 9x5 piso frio.Fale conosco:  ", 270000,0,0,184,2,1,1,1,https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-armario-de-cozinha-santa-cruz-zona-oeste-rio-de-janeiro-rj-184m2-id-2627071575/
Santa Cruz, Rio de Janeiro,"EXCELENTE OPORTUNIDADE à venda em Santa Cruz!O apartamento é composto por dois quartos com piso em cerâmica branca, possui uma ampla sala seguindo o mesmo padrão, uma cozinha toda clean e revestida em cerâmica branca com área de serviço, banheiro com blindex e todo revestido em cerâmica branca também.O imóvel foi reformado recentemente, visando o conforto e bem estar do seu novo morador!O condomínio possui uma estrutura com segurança interna e guarita, possui salão de festas, dispõe de 1 vaga de garagem e acessibilidade.Com uma localização privilegiada, o condomínio possui uma rede de hipermercado Super Compras em frente, como também está ao lado da Rede de Ensino Armando Klabin.O que está esperando para conhecer o seu novo lar?  ", 75000,110,0,50,2,0,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-santa-cruz-zona-oeste-rio-de-janeiro-rj-50m2-id-2638838057/
São Francisco Xavier, Rio de Janeiro,"A Marcos Rodrigues Imóveis VENDE apartamento de 2 quartos em São Francisco Xavier. O imóvel, do 2º andar, é composto por sala, cozinha, banheiro social e 2 quartos.", 200000,0,0,52,2,0,1,N/A,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-sao-francisco-xavier-zona-norte-rio-de-janeiro-rj-52m2-id-2578611211/
Botafogo, Rio de Janeiro,"Excelente condomínio com Infra Total , portaria 24 horas!!! Apartamento com vista Panorâmica, Amplo Salão, 4 dorm, armários, lavabo, bhs suíte e social ,copa cozinha, área, dependência completa, 2 vagas. Infraestrutura play, salão de festas, piscina, sauna,quadra poliesportiva, churrasqueira, academia de ginástica.", 2500000,2196,4600,164,4,1,3,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-botafogo-zona-sul-rio-de-janeiro-rj-164m2-id-2585520475/
Botafogo, Rio de Janeiro,"OPORTUNIDADE! APARTAMENTO SUPER SILENCIOSO, INDEVASSÁVEL, ÓTIMA PLANTA, COMPOSTO DE SALA, 2 QUARTOS COM ARMÁRIOS,DEPENDENCIA COMPLETA REVERTIDA PARA 3 QUARTO, QUE PODE ATENDER TANTO COMO QUARTO, COMO PARA ESCRITÓRIO, BANHEIRO SOCIAL COM BLINDEX, ÓTIMA COZINHA, E ÁREA DE SERVIÇO COM UMA ÁREA TECNICA NOS FUNDOS, PARA INSTALAÇÃO DE SPLIT OU AQUECEDOR, 1 VAGA GARANTIDA NO CONDOMINIO, SENDO PAGO SOMENTE UMA PEQUENA TX DE R$150,00 POR CARRO, PRÉDIO COM BICICLETÁRIO E NO TERRAÇO UM EXCELENTE SALÃO DE FESTAS, O PRÉDIO DA TANTO PARA A VISCONDE DE CARAVELAS, QUANTO PARA A VOLUNTÁRIOS DA PÁTRIA, FÁCIL ACESSO, DOCUMENTAÇÃO PERFEITA!!! AGENDE JA SUA VISITA!",0,680,100,77,3,0,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-botafogo-zona-sul-rio-de-janeiro-rj-77m2-id-2611784284/
Lagoa, Rio de Janeiro,"Lindo prédio com infra total. Novissímo, entrar e morar. Varanda/Sala, dois quartos, todos com armarios embutidos, sendo uma suite. Dependência completa. portaria 24 horas, e vaga na escritura. Cod:POAP20588  Rev.03Jul", 1130000,1380,350,83,2,1,3,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-lagoa-zona-sul-rio-de-janeiro-rj-83m2-id-2563277222/
Ipanema, Rio de Janeiro,"EXCLUSIVIDADE!!! Luxuoso apartamento em Ipanema, no condomínio mais suntuoso do quadrilátero!!! O imóvel é composto por um amplo living, podendo conjugar com outro cômodo frontal, um dos 4 dormitórios, todos repletos de armários planejados de ótima qualidade, sendo 3 magníficas suítes, e uma delas possuí um belo closet e sofisticada banheira dentro de um box invejável pelo seu tamanho, e seus halls de passagem, possuem armários/closet para roupas de cama e banho, conforme fotos, e a copa cozinha que não poderia ficar de fora, teve a mais espaçosa e mais perfeita harmonia com todos os eletrodomésticos, despensa, quadro de luz que não mediu gastos para a melhor qualidade e durabilidade, área de serviço bem espaçosa, mais as dependências de empregada completa! 3 vagas na escritura e cobertas! Documentação cristalina! Entrando hoje no mercado e de primeira mão! Maiores informações, contate nos! Próximo a Avenida Epitácio Pessoa | Rua Garcia D'Ávila; Nossa Senhora Da Paz; BRS 2   Garcia D'Ávila; BRS 1 3   Maria Quitéria; Praça Paul Claudel; Avenida Vieira Souto | Maria Quitéria", 5500000,3191,1321,228,4,1,1,3,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-ipanema-zona-sul-rio-de-janeiro-rj-228m2-id-2611037319/
Tijuca, Rio de Janeiro,"Localização nobre, próximo ao Metrô, amplo 3 quartos, com suíte, banheiro social, armários embutidos, dependências completas.Prédio tradicional, bem conservado, reformado,ótima apresentação, com terraço com PUC e salão de festas.Salão, cozinha ampla, área externa aberta, frente, indevassável. Vaga de garagem na escritura.", 683000,1000,0,110,3,1,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-tijuca-zona-norte-rio-de-janeiro-rj-110m2-id-2566876238/
Ipanema, Rio de Janeiro,"Excelente apartamento na Lagoa !! Apartamento próximo ao corte, totalmente reformado com iluminação indireta, uma ótima disposição, imóvel claro, bem arejado, com uma boa sala integrada a cozinha, dois quartos, sendo uma suíte , apartamento ainda conta com dependências completas, piso frio e armarios embutidos, imóvel próximo ao metro, condomínio Muito bem administrado, com bicicletário, um parque recreativo e uma excelente área. Cod:LBAP20138  Rev.03Jul", 920000,1150,2000,80,2,1,2,N/A,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-ipanema-zona-sul-rio-de-janeiro-rj-80m2-id-2641750900/
Freguesia (Jacarepaguá), Rio de Janeiro,"freguesia Linda residência localização mais do que privilegiada ao lado de mercado, condução, serra Grajaú Jacarepaguá e linha amarela, colégios etc.Composta de 1° piso: garagem para 04 carros e home theater com 40 m², 2° piso: ampla quintal com 100 m², varandão com vista livre, amplo salão em 02 ambientes, cozinha planejada, lavabo, área de serviço e wc empregada, 3° piso: 03 maravilhosas suítes todas com armários planejados sendo 01 avarandado, aceita carta e estuda permuta por apartamento de 02 ou 03 quartos na Freguesia, agende sua visita, condomínio oferece ampla infraestrutura e lazer, vaga para visitantes.", 1279000,1300,2436,300,4,1,1,4,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-300m2-id-2634445120/
Itanhangá, Rio de Janeiro,"(Código: 50363, Rua Oduvaldo Viana Filho)   Itanhangá. Portinho de Massaru. Condomínio tradicional com guarita e segurança 24h. Linda casa duplex, impecável, com 800m² de terreno, jardim, linda piscina com amplo deck, hidromassagem e espaço gourmet com churrasqueira. Primeiro piso composto por hall de entrada, sala de estar, sala de jantar, varanda aberta, lavabo, ampla copa cozinha planejada e despensa, área de serviço e dependência completa de empregada. Segundo piso com acesso por escada linear em madeira, seguido de living, home theater, lavabo, três suítes, sendo a master com closet e escritório. Vaga. Para visualizar todas as ofertas da JTavares, clique no logotipo da empresa ao lado. Somos especializados nas regiões orla da Barra, Lúcio Costa e condomínios: ABM, Parque das Rosas, Jardim Oceânico, Península, Mundo Novo, Mandala, Santa Mônica, Riviera, Mediterrâneo, Blue, Novo Leblon, Nova Ipanema, inclusive Recreio. (Atualizado em )", 4000000,2300,793,256,3,1,3,2,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-itanhanga-zona-oeste-rio-de-janeiro-rj-256m2-id-2516148626/
Ipanema, Rio de Janeiro,"Apartamento reformado no melhor quarteirão de Ipanema, entre as ruas Garcia D'Avila e Anibal de Mendonça, a poucos minutos da praia e da lagoa, com 146m2 composto de ampla sala em 3 ambientes, lavabo, 3 quartos sendo 1 suíte, banheiro social, cozinha, área de serviço, dependências de empregada completas e 1 vaga na escritura. Todos os cômodos apresentam com marcenaria de altíssima qualidade, com ar condicionados Split e projetos de iluminação. Cozinha toda planejada, opcional, podendo se integrar ou não com a sala por meio de porta corrediça. Próximo a praia, metrô, todo comércio e restaurantes. Rede hidráulica e elétrica, reformadas.Obs.: Os valores referentes aos encargos poderão sofrer variações!", 3500000,2800,760,146,3,1,4,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-ipanema-zona-sul-rio-de-janeiro-rj-146m2-id-2632988181/
Botafogo, Rio de Janeiro,"h2 Apartamento sala dois quartos TODO REFORMARDO, todo claro, sala ampla em dois ambientes, dois bons dormitorios, banheiro social amplo, cozinha com area e banheiro de serviço, apto com DUAS VAGAS na garagem escriturada, portaria 24 horas, predio com com poucos apartamentos por andar, fica ao lado do metro e de todo comercio do bairro. Venha conferir! Cod:NBAP22569  Rev.03Jul",0,1023,1710,85,2,0,2,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-botafogo-zona-sul-rio-de-janeiro-rj-85m2-id-2608082773/
Copacabana, Rio de Janeiro,"Diluane Imóveis Vende:  Maravilhoso apartamento de salão em 2 ambientes e 3 quartos, sendo 1 suíte, em rua transversal arborizada de Copacabana próximo do metrô e praia todo reformado, entrar e morar, claro e arejado, possibilidade de alugar ou comprar a vaga de garagem no prédio, portaria 24 hrs, documentação ok. Oportunidade única de comprar seu apartamento barato em rua transversal de Copacabana. Ligue agora mesmo e confira com um de nossos corretores no .  Diluane Imóveis, mais que uma experiência. Cod:BTAP30759  Rev.03Jul",0,1562,2800,94,3,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-copacabana-zona-sul-rio-de-janeiro-rj-94m2-id-2641868439/
Tijuca, Rio de Janeiro,"Apartamento super aconchegante, situado em uma das melhores ruas da Tijuca. Contendo 80 m², composto por Sala ampla, sol da manhã, 1 quarto espaçoso e com armários, ótima circulação, cozinha ampla e com armários e área de serviço. Apartamento com direito a (1) uma vaga na escritura. Prédio bem localizado e com vários meios de transportes e comércios. Cod:NTAP10491  Rev.03Jul",0,600,607,80,1,0,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-ar-condicionado-tijuca-zona-norte-rio-de-janeiro-rj-80m2-id-2600632328/
Flamengo, Rio de Janeiro,"JBF36171 Excelente localização junto a tudo de melhor do flamengo como o aterro , comércios variados, faculdades , transportes variados , metrô , prédio recuado ajardinado portaria 24 h, apto de fundos , silencioso , claro arejado em ótimo estado , com reforma de hidráulica elétrica salão em 02 ambientes piso tabua corrida teto rebaixado com iluminação direta ar condicionado em todos os cômodos ,janelas grandes esquadrias de alumínio, 03 quartos amplos piso madeira com armários 01 suíte com box tem closet , banheiro social amplo , copa ampla cozinha planejada , área de serviço com janelas em esquadrias de alumínio, quarto de empregada, banheiro de empregada, 01 vaga na escritura entrar e morar.  Rev.03Jul",0,1438,245,115,3,1,3,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-flamengo-zona-sul-rio-de-janeiro-rj-115m2-id-2634796983/
Barra da Tijuca, Rio de Janeiro,"Linear.Condomínio com portaria e segurança 24hs.Infraestrutura completa de lazer para crianças e adulto; piscina, sauna, academia, espaço gourmet com churrasqueira, salão de festas, playground, brinquedoteca, quadra poliesportiva etc.Acesso a transporte, comércio, serviços e shoppings.Balsa para praia e Metrô   Estação Jardim Oceânico.Composta de: Sala multiambiente. Lavabo. 01 Suíte. Cozinha e área de serviço. Terraço com deck e piscina, área gourmet com bancada e churrasqueira.", 1940000,1650,6200,185,1,1,2,2,https://www.zapimoveis.com.br/imovel/venda-cobertura-1-quarto-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-185m2-id-2629396682/
Tijuca, Rio de Janeiro,"Apartamento no n a venda em Rua Maria Amália   Tijuca   Rio de Janeiro/RJExcelente apartamento com sala, quarto, cozinha e banheiro. 36m2, reformado, prédio com portaria 24h e garagem, localizado à Rua Maria Amália, próximo ao metrô (estação Uruguai), mercados, restaurantes, praças, pontos de ônibus e muitos outros pontos estratégicos da região. Excelente para moradia ou investimento!Agende já uma visita!Tipo do imóvel: ApartamentoMetragem útil: 36m²Total dormitórios: 1Total suítes: 0Localização: Tijuca | Rio de JaneiroValor: R$270.000Algumas características:  Ar condicionado  Armários na cozinha  Armários no quarto  Armários nos banheiros  Banheiro de serviço  Box de vidro  Chuveiro a gás  Elevador  Espelho no banheiro  Janelas grandes  Perto do Metrô  Portaria 24h  Rua silenciosa  Sol da manhã  Sol da tarde  Tomada 3 pinos  Varal de roupas  Vista livreVenha conhecer o bairro Tijuca, localizado na cidade do Rio de Janeiro. Um lugar repleto de história, cultura e beleza.Aqui você pode desfrutar de um dos mais belos parques urbanos do mundo, o Parque Nacional da Tijuca, que abriga uma grande variedade de fauna e flora, além de trilhas e cachoeiras.Aqui você também encontrará o famoso Corcovado, onde fica a estátua do Cristo Redentor, um dos principais cartões postais da cidade.Além disso, o bairro Tijuca possui diversos pontos turísticos e culturais, como o Teatro Municipal, o Museu do Ingá, a Casa do Pontal, a Igreja de São Sebastião e a Igreja de Nossa Senhora da Penha.Este bairro também é conhecido por sua história, que remonta ao século XIX, quando foi criado como um lugar de refúgio para os escravos libertos.Venha conhecer o bairro Tijuca e se encantar com sua beleza natural, cultura e história.Clique no botão ao lado e entraremos em contato o mais rápido possível!A NEWCORE possui diversas equipes especializadas em várias regiões do Brasil, com corretores experientes e capacitados que te ajudarão a encontrar o imóvel dos seus sonhosAnúncio do corretor de imóveis Jônatas Araújo dos Santos CRECI: 082714", 269110,697,1,36,1,1,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-ar-condicionado-tijuca-zona-norte-rio-de-janeiro-rj-36m2-id-2630340261/
